match_id,innings,over_mark,runs_so_far,wickets_down,current_run_rate,balls_since_boundary,final_score,batting_team
71932860,1,6,73,0,12.166666666666666,5,214,Canterbury Srl
71932860,2,6,51,0,8.5,3,180,Wellington Srl
71932862,1,6,63,0,10.5,1,176,Central Districts Srl
71932862,2,6,54,2,9.0,2,178,Northern Districts Srl
71932870,1,6,45,2,7.5,5,177,England SRL
71932870,2,6,58,1,9.666666666666666,1,160,Australia SRL
71932872,1,6,42,1,7.0,0,172,Afghanistan SRL
71932872,2,6,44,2,7.333333333333333,0,165,New Zealand SRL
71932874,1,6,49,1,8.166666666666666,6,198,South Africa SRL
71932874,2,6,39,2,6.5,4,132,Pakistan SRL
71932876,1,6,50,1,8.333333333333334,3,214,India SRL
71932876,2,6,52,1,8.666666666666666,1,171,England SRL
71932878,1,6,48,3,8.0,5,170,West Indies SRL
71932878,2,6,48,1,8.0,3,171,New Zealand SRL
71932880,1,6,53,1,8.833333333333334,0,172,Pakistan SRL
71932880,2,6,40,2,6.666666666666667,5,139,Sri Lanka SRL
71932882,1,6,56,1,9.333333333333334,1,163,South Africa SRL
71932882,2,6,60,1,10.0,0,164,Australia SRL
71932884,1,6,47,2,7.833333333333333,5,166,Afghanistan SRL
71932884,2,6,33,1,5.5,0,113,Bangladesh SRL
71932886,1,6,58,1,9.666666666666666,1,159,New Zealand SRL
71932886,2,6,23,4,3.8333333333333335,3,136,Sri Lanka SRL
71932888,1,6,40,2,6.666666666666667,0,196,Australia SRL
71932888,2,6,66,1,11.0,0,197,West Indies SRL
71932890,1,6,36,1,6.0,4,178,India SRL
71932890,2,6,66,0,11.0,0,172,South Africa SRL
71932892,1,6,35,2,5.833333333333333,2,160,England SRL
71932892,2,6,74,1,12.333333333333334,0,161,New Zealand SRL
71932894,1,6,34,1,5.666666666666667,12,203,West Indies Srl
71932894,2,6,41,3,6.833333333333333,15,192,Pakistan Srl
71932896,1,6,40,1,6.666666666666667,13,147,Australia Srl
71932896,2,6,46,0,7.666666666666667,1,148,India Srl
72019844,1,6,51,1,8.5,3,178,Sri Lanka SRL
72019844,2,6,58,0,9.666666666666666,4,153,Afghanistan SRL
72034740,1,6,73,0,12.166666666666666,0,209,Guyana Amazon Warriors SRL
72034740,2,6,32,2,5.333333333333333,9,98,Antigua And Barbuda Falcons SRL
73281436,1,6,43,3,7.166666666666667,3,138,South Africa SRL
73281436,2,6,40,1,6.666666666666667,0,139,New Zealand SRL
73281438,1,6,50,0,8.333333333333334,0,182,India SRL
73281438,2,6,43,4,7.166666666666667,4,144,England SRL
73281440,1,6,45,1,7.5,1,178,Pakistan SRL
73281440,2,6,50,1,8.333333333333334,0,154,Australia SRL
73281442,1,6,63,2,10.5,0,148,Sri Lanka SRL
73281442,2,6,41,2,6.833333333333333,7,150,West Indies SRL
73281444,1,6,56,2,9.333333333333334,0,181,South Africa SRL
73281444,2,6,69,1,11.5,0,182,India SRL
73281446,1,6,29,3,4.833333333333333,31,170,England SRL
73281446,2,6,46,2,7.666666666666667,11,172,Pakistan SRL
73281448,1,6,50,3,8.333333333333334,3,165,West Indies SRL
73281448,2,6,63,0,10.5,0,167,Afghanistan SRL
73281450,1,6,63,2,10.5,2,205,Australia SRL
73281450,2,6,53,1,8.833333333333334,0,170,New Zealand SRL
73281452,1,6,30,2,5.0,5,157,England SRL
73281452,2,6,55,0,9.166666666666666,1,158,South Africa SRL
73281454,1,6,35,2,5.833333333333333,9,145,Afghanistan SRL
73281454,2,6,23,4,3.8333333333333335,12,62,Pakistan SRL
73281456,1,6,61,0,10.166666666666666,2,194,Australia SRL
73281456,2,6,34,3,5.666666666666667,10,151,India SRL
73281458,1,6,46,0,7.666666666666667,5,149,England SRL
73281458,2,6,61,0,10.166666666666666,9,154,Australia SRL
73281460,1,6,64,0,10.666666666666666,1,194,New Zealand SRL
73281460,2,6,52,1,8.666666666666666,1,166,Afghanistan SRL
73281462,1,6,33,0,5.5,1,162,Pakistan SRL
73281462,2,6,40,2,6.666666666666667,20,166,South Africa SRL
73281464,1,6,68,1,11.333333333333334,2,207,India SRL
73281464,2,6,32,2,5.333333333333333,5,123,England SRL
73281466,1,6,53,1,8.833333333333334,1,177,New Zealand SRL
73281466,2,6,48,3,8.0,2,149,West Indies SRL
73281468,1,6,27,1,4.5,0,157,Sri Lanka SRL
73281468,2,6,45,0,7.5,3,152,Pakistan SRL
73281470,1,6,58,2,9.666666666666666,1,172,South Africa SRL
73281470,2,6,34,2,5.666666666666667,1,163,Australia SRL
73281472,1,6,43,2,7.166666666666667,6,162,Afghanistan SRL
73281472,2,6,44,1,7.333333333333333,2,137,Bangladesh SRL
73281474,1,6,32,3,5.333333333333333,0,145,New Zealand SRL
73281474,2,6,34,2,5.666666666666667,7,144,Sri Lanka SRL
73281476,1,6,72,0,12.0,1,200,Australia SRL
73281476,2,6,36,2,6.0,5,146,West Indies SRL
73281478,1,6,72,2,12.0,0,192,India SRL
73281478,2,6,36,4,6.0,3,122,South Africa SRL
73281480,1,6,61,2,10.166666666666666,1,155,New Zealand SRL
73281480,2,6,48,2,8.0,9,157,England SRL
73281482,1,6,52,1,8.666666666666666,4,203,Pakistan SRL
73281482,2,6,81,0,13.5,2,204,West Indies SRL
73281484,1,6,30,3,5.0,4,159,Australia SRL
73281484,2,6,57,1,9.5,0,160,India SRL
73281486,1,6,46,3,7.666666666666667,3,156,Sri Lanka SRL
73281486,2,6,54,2,9.0,1,162,Afghanistan SRL
73281488,1,6,67,1,11.166666666666666,4,214,South Africa SRL
73281488,2,6,63,1,10.5,1,194,New Zealand SRL
73281490,1,6,44,2,7.333333333333333,3,159,England SRL
73281490,2,6,55,0,9.166666666666666,2,163,India SRL
73281492,1,6,52,0,8.666666666666666,3,187,Pakistan SRL
73281492,2,6,39,3,6.5,2,154,Australia SRL
73281806,1,6,58,0,9.666666666666666,0,170,Central Districts SRL
73281806,2,6,50,1,8.333333333333334,0,162,Auckland SRL
73281808,1,6,54,1,9.0,0,164,Northern Districts SRL
73281808,2,6,55,1,9.166666666666666,8,165,Otago SRL
73281810,1,6,61,1,10.166666666666666,2,165,Otago SRL
73281810,2,6,55,1,9.166666666666666,2,167,Auckland SRL
73281812,1,6,41,2,6.833333333333333,5,134,Canterbury SRL
73281812,2,6,54,1,9.0,2,136,Central Districts SRL
73281814,1,6,32,1,5.333333333333333,21,132,Canterbury SRL
73281814,2,6,46,0,7.666666666666667,0,135,Auckland SRL
73281816,1,6,45,1,7.5,6,171,Northern Districts SRL
73281816,2,6,42,0,7.0,12,137,Central Districts SRL
73281818,1,6,38,3,6.333333333333333,11,147,Auckland SRL
73281818,2,6,36,2,6.0,0,147,Northern Districts SRL
73281820,1,6,47,2,7.833333333333333,1,144,Central Districts SRL
73281820,2,6,55,0,9.166666666666666,6,147,Wellington SRL
73281822,1,6,73,0,12.166666666666666,1,191,Wellington SRL
73281822,2,6,42,2,7.0,2,195,Auckland SRL
73281824,1,6,52,0,8.666666666666666,5,175,Central Districts SRL
73281824,2,6,48,2,8.0,4,162,Auckland SRL
73281826,1,6,36,3,6.0,4,146,Northern Districts SRL
73281826,2,6,70,2,11.666666666666666,6,147,Canterbury SRL
73281828,1,6,54,2,9.0,1,172,Wellington SRL
73281828,2,6,37,2,6.166666666666667,4,173,Canterbury SRL
73281830,1,6,47,3,7.833333333333333,3,197,Otago SRL
73281830,2,6,35,0,5.833333333333333,18,134,Northern Districts SRL
73281832,1,6,32,2,5.333333333333333,28,141,Otago SRL
73281832,2,6,57,3,9.5,1,144,Central Districts SRL
73281834,1,6,45,2,7.5,6,156,Central Districts SRL
73281834,2,6,52,2,8.666666666666666,0,157,Northern Districts SRL
73281836,1,6,43,2,7.166666666666667,5,181,Otago SRL
73281836,2,6,50,2,8.333333333333334,4,117,Wellington SRL
73281838,1,6,70,0,11.666666666666666,1,203,Auckland SRL
73281838,2,6,33,2,5.5,5,136,Northern Districts SRL
73284064,1,6,41,2,6.833333333333333,9,145,Sunrisers Eastern Cape SRL
73284064,2,6,42,1,7.0,1,146,Mi Cape Town SRL
73284066,1,6,45,3,7.5,6,160,Joburg Super Kings SRL
73284066,2,6,38,3,6.333333333333333,17,111,Pretoria Capitals SRL
73284068,1,6,51,2,8.5,3,181,Durban Super Giants SRL
73284068,2,6,43,3,7.166666666666667,0,128,Sunrisers Eastern Cape SRL
73284070,1,6,56,2,9.333333333333334,4,171,Mi Cape Town SRL
73284070,2,6,43,2,7.166666666666667,9,150,Pretoria Capitals SRL
73284072,1,6,37,2,6.166666666666667,2,151,Paarl Royals SRL
73284072,2,6,44,3,7.333333333333333,4,125,Joburg Super Kings SRL
73284074,1,6,65,0,10.833333333333334,2,177,Mi Cape Town SRL
73284074,2,6,31,1,5.166666666666667,4,179,Durban Super Giants SRL
73284076,1,6,44,1,7.333333333333333,0,153,Paarl Royals SRL
73284076,2,6,36,1,6.0,4,158,Pretoria Capitals SRL
73284078,1,6,62,0,10.333333333333334,5,183,Joburg Super Kings SRL
73284078,2,6,60,2,10.0,0,184,Sunrisers Eastern Cape SRL
73284080,1,6,33,3,5.5,2,126,Durban Super Giants SRL
73284080,2,6,44,2,7.333333333333333,4,130,Pretoria Capitals SRL
73284082,1,6,53,2,8.833333333333334,0,184,Mi Cape Town SRL
73284082,2,6,64,0,10.666666666666666,2,186,Joburg Super Kings SRL
73284084,1,6,36,1,6.0,10,187,Paarl Royals SRL
73284084,2,6,79,1,13.166666666666666,7,188,Sunrisers Eastern Cape SRL
73284086,1,6,71,0,11.833333333333334,2,203,Joburg Super Kings SRL
73284086,2,6,31,3,5.166666666666667,14,152,Durban Super Giants SRL
73284088,1,6,63,1,10.5,2,181,Mi Cape Town SRL
73284088,2,6,48,2,8.0,0,147,Paarl Royals SRL
73284090,1,6,32,2,5.333333333333333,4,151,Sunrisers Eastern Cape SRL
73284090,2,6,54,2,9.0,0,155,Pretoria Capitals SRL
73284092,1,6,47,1,7.833333333333333,0,202,Durban Super Giants SRL
73284092,2,6,58,3,9.666666666666666,5,147,Paarl Royals SRL
73284094,1,6,38,1,6.333333333333333,10,168,Sunrisers Eastern Cape SRL
73284094,2,6,53,1,8.833333333333334,8,172,Mi Cape Town SRL
73284096,1,6,61,1,10.166666666666666,1,184,Joburg Super Kings SRL
73284096,2,6,69,0,11.5,0,186,Pretoria Capitals SRL
73284098,1,6,31,3,5.166666666666667,10,153,Durban Super Giants SRL
73284098,2,6,74,1,12.333333333333334,0,154,Sunrisers Eastern Cape SRL
73284100,1,6,47,1,7.833333333333333,2,154,Mi Cape Town SRL
73284100,2,6,41,2,6.833333333333333,7,158,Pretoria Capitals SRL
73284102,1,6,44,1,7.333333333333333,14,154,Joburg Super Kings SRL
73284102,2,6,21,2,3.5,38,155,Paarl Royals SRL
73284104,1,6,39,1,6.5,5,192,Durban Super Giants SRL
73284104,2,6,47,2,7.833333333333333,2,193,Mi Cape Town SRL
73284106,1,6,32,1,5.333333333333333,2,145,Paarl Royals SRL
73284106,2,6,59,1,9.833333333333334,0,146,Pretoria Capitals SRL
73284108,1,6,63,1,10.5,0,188,Joburg Super Kings SRL
73284108,2,6,55,0,9.166666666666666,3,186,Sunrisers Eastern Cape SRL
73284468,1,6,67,0,11.166666666666666,5,221,Multan Sultans SRL
73284468,2,6,61,0,10.166666666666666,2,202,Lahore Qalandars SRL
73284470,1,6,47,2,7.833333333333333,0,174,Hyderabad Kingsmen SRL
73284470,2,6,43,2,7.166666666666667,5,107,Peshawar Zalmi SRL
73284472,1,6,50,1,8.333333333333334,5,165,Rawalpindiz SRL
73284472,2,6,59,1,9.833333333333334,0,166,Islamabad United SRL
73284474,1,6,53,0,8.833333333333334,6,185,Multan Sultans SRL
73284474,2,6,48,1,8.0,6,84,Karachi Kings SRL
73284476,1,6,51,1,8.5,0,171,Peshawar Zalmi SRL
73284476,2,6,40,1,6.666666666666667,3,171,Lahore Qalandars SRL
73284478,1,6,36,2,6.0,1,144,Quetta Gladiators SRL
73284478,2,6,33,5,5.5,11,119,Hyderabad Kingsmen SRL
73284480,1,6,39,2,6.5,4,173,Lahore Qalandars SRL
73284480,2,6,49,2,8.166666666666666,0,171,Islamabad United SRL
73284482,1,6,49,0,8.166666666666666,3,196,Hyderabad Kingsmen SRL
73284482,2,6,43,2,7.166666666666667,3,131,Karachi Kings SRL
73284484,1,6,36,1,6.0,6,185,Multan Sultans SRL
73284484,2,6,51,1,8.5,7,186,Quetta Gladiators SRL
73284486,1,6,70,1,11.666666666666666,5,226,Peshawar Zalmi SRL
73284486,2,6,34,2,5.666666666666667,6,95,Rawalpindiz SRL
73284488,1,6,44,1,7.333333333333333,3,139,Islamabad United SRL
73284488,2,6,44,2,7.333333333333333,0,141,Hyderabad Kingsmen SRL
73284490,1,6,31,4,5.166666666666667,0,148,Lahore Qalandars SRL
73284490,2,6,42,2,7.0,2,151,Karachi Kings SRL
73284492,1,6,58,0,9.666666666666666,0,201,Multan Sultans SRL
73284492,2,6,68,1,11.333333333333334,3,202,Rawalpindiz SRL
73284494,1,6,47,0,7.833333333333333,11,182,Peshawar Zalmi SRL
73284494,2,6,38,2,6.333333333333333,5,182,Quetta Gladiators SRL
73284496,1,6,67,2,11.166666666666666,0,203,Islamabad United SRL
73284496,2,6,53,3,8.833333333333334,8,140,Karachi Kings SRL
73284498,1,6,47,1,7.833333333333333,9,201,Rawalpindiz SRL
73284498,2,6,63,0,10.5,0,182,Quetta Gladiators SRL
73284500,1,6,57,0,9.5,0,223,Peshawar Zalmi SRL
73284500,2,6,37,2,6.166666666666667,10,138,Multan Sultans SRL
73284502,1,6,24,2,4.0,9,120,Lahore Qalandars SRL
73284502,2,6,45,1,7.5,10,121,Hyderabad Kingsmen SRL
73284504,1,6,43,2,7.166666666666667,3,165,Islamabad United SRL
73284504,2,6,39,2,6.5,2,168,Multan Sultans SRL
73284506,1,6,73,2,12.166666666666666,1,171,Peshawar Zalmi SRL
73284506,2,6,53,2,8.833333333333334,9,162,Karachi Kings SRL
73284508,1,6,32,2,5.333333333333333,3,173,Quetta Gladiators SRL
73284508,2,6,54,0,9.0,3,175,Lahore Qalandars SRL
73284510,1,6,57,0,9.5,9,196,Hyderabad Kingsmen SRL
73284510,2,6,49,1,8.166666666666666,4,149,Rawalpindiz SRL
73284512,1,6,60,1,10.0,2,184,Peshawar Zalmi SRL
73284512,2,6,45,2,7.5,0,189,Islamabad United SRL
73284938,1,6,53,1,8.833333333333334,7,212,Delhi Capitals SRL
73284938,2,6,45,2,7.5,0,175,Mumbai Indians SRL
73284940,1,6,44,2,7.333333333333333,9,148,Sunrisers Hyderabad SRL
73284940,2,6,66,1,11.0,3,149,Gujarat Titans SRL
73284942,1,6,34,3,5.666666666666667,5,135,Kolkata Knight Riders SRL
73284942,2,6,44,1,7.333333333333333,2,136,Royal Challengers Bangalore SRL
73284944,1,6,56,0,9.333333333333334,2,211,Lucknow Super Giants SRL
73284944,2,6,60,1,10.0,0,150,Rajasthan Royals SRL
73284946,1,6,48,2,8.0,3,157,Mumbai Indians SRL
73284946,2,6,62,3,10.333333333333334,1,162,Chennai Super Kings SRL
73284948,1,6,38,2,6.333333333333333,0,158,Sunrisers Hyderabad SRL
73284948,2,6,41,2,6.833333333333333,5,162,Delhi Capitals SRL
73284950,1,6,65,0,10.833333333333334,2,191,Royal Challengers Bangalore SRL
73284950,2,6,53,0,8.833333333333334,4,193,Gujarat Titans SRL
73284952,1,6,42,3,7.0,10,170,Kolkata Knight Riders SRL
73284952,2,6,46,1,7.666666666666667,5,173,Rajasthan Royals SRL
73284954,1,6,51,1,8.5,0,174,Lucknow Super Giants SRL
73284954,2,6,56,0,9.333333333333334,1,176,Punjab Kings SRL
73284956,1,6,42,1,7.0,16,179,Chennai Super Kings SRL
73284956,2,6,59,0,9.833333333333334,4,181,Delhi Capitals SRL
73284958,1,6,38,2,6.333333333333333,8,160,Gujarat Titans SRL
73284958,2,6,35,2,5.833333333333333,8,151,Kolkata Knight Riders SRL
73284960,1,6,49,2,8.166666666666666,0,210,Mumbai Indians SRL
73284960,2,6,49,3,8.166666666666666,1,185,Punjab Kings SRL
73284962,1,6,47,1,7.833333333333333,0,218,Chennai Super Kings SRL
73284962,2,6,41,2,6.833333333333333,4,210,Sunrisers Hyderabad SRL
73284964,1,6,59,0,9.833333333333334,1,183,Royal Challengers Bangalore SRL
73284964,2,6,51,0,8.5,5,184,Delhi Capitals SRL
73284966,1,6,47,2,7.833333333333333,4,165,Gujarat Titans SRL
73284966,2,6,69,0,11.5,1,166,Rajasthan Royals SRL
73284968,1,6,61,1,10.166666666666666,4,197,Punjab Kings SRL
73284968,2,6,64,1,10.666666666666666,4,188,Kolkata Knight Riders SRL
73284970,1,6,44,0,7.333333333333333,1,181,Mumbai Indians SRL
73284970,2,6,52,1,8.666666666666666,0,182,Lucknow Super Giants SRL
73284972,1,6,44,1,7.333333333333333,4,199,Chennai Super Kings SRL
73284972,2,6,54,2,9.0,0,192,Royal Challengers Bangalore SRL
73284974,1,6,51,1,8.5,2,177,Delhi Capitals SRL
73284974,2,6,35,3,5.833333333333333,6,164,Rajasthan Royals SRL
73284976,1,6,81,0,13.5,0,232,Gujarat Titans SRL
73284976,2,6,64,0,10.666666666666666,0,206,Punjab Kings SRL
73284978,1,6,43,1,7.166666666666667,6,197,Kolkata Knight Riders SRL
73284978,2,6,67,1,11.166666666666666,2,172,Mumbai Indians SRL
73284980,1,6,33,2,5.5,8,180,Sunrisers Hyderabad SRL
73284980,2,6,70,1,11.666666666666666,2,181,Lucknow Super Giants SRL
73284982,1,6,55,1,9.166666666666666,0,189,Rajasthan Royals SRL
73284982,2,6,60,1,10.0,4,163,Chennai Super Kings SRL
73284984,1,6,67,0,11.166666666666666,0,187,Delhi Capitals SRL
73284984,2,6,43,2,7.166666666666667,4,154,Punjab Kings SRL
73285232,1,6,38,1,6.333333333333333,17,149,Hobart Hurricanes SRL
73285232,2,6,64,0,10.666666666666666,2,150,Adelaide Strikers SRL
73285234,1,6,51,2,8.5,8,162,Melbourne Renegades SRL
73285234,2,6,46,0,7.666666666666667,5,163,Brisbane Heat SRL
73285236,1,6,64,0,10.666666666666666,1,243,Melbourne Stars SRL
73285236,2,6,42,0,7.0,6,178,Sydney Sixers SRL
73285238,1,6,45,1,7.5,3,166,Sydney Thunder SRL
73285238,2,6,41,2,6.833333333333333,0,154,Perth Scorchers SRL
73285240,1,6,41,2,6.833333333333333,1,141,Melbourne Renegades SRL
73285240,2,6,41,3,6.833333333333333,6,142,Adelaide Strikers SRL
73285242,1,6,47,0,7.833333333333333,0,199,Brisbane Heat SRL
73285242,2,6,55,1,9.166666666666666,0,173,Hobart Hurricanes SRL
73285244,1,6,60,1,10.0,0,179,Sydney Thunder SRL
73285244,2,6,57,1,9.5,5,148,Melbourne Stars SRL
73285246,1,6,43,2,7.166666666666667,11,175,Perth Scorchers SRL
73285246,2,6,28,1,4.666666666666667,16,135,Sydney Sixers SRL
73285248,1,6,33,3,5.5,1,126,Brisbane Heat SRL
73285248,2,6,56,1,9.333333333333334,0,128,Adelaide Strikers SRL
73285250,1,6,46,1,7.666666666666667,6,172,Sydney Thunder SRL
73285250,2,6,34,3,5.666666666666667,23,139,Sydney Sixers SRL
73285252,1,6,27,4,4.5,2,147,Perth Scorchers SRL
73285252,2,6,62,1,10.333333333333334,0,150,Melbourne Stars SRL
73285254,1,6,59,1,9.833333333333334,1,169,Melbourne Renegades SRL
73285254,2,6,43,2,7.166666666666667,4,146,Hobart Hurricanes SRL
73285256,1,6,57,0,9.5,2,194,Adelaide Strikers SRL
73285256,2,6,57,2,9.5,5,186,Melbourne Stars SRL
73285258,1,6,55,2,9.166666666666666,5,189,Brisbane Heat SRL
73285258,2,6,53,1,8.833333333333334,0,167,Perth Scorchers SRL
73285260,1,6,52,0,8.666666666666666,5,170,Hobart Hurricanes SRL
73285260,2,6,31,3,5.166666666666667,0,134,Sydney Thunder SRL
73285262,1,6,70,1,11.666666666666666,3,193,Adelaide Strikers SRL
73285262,2,6,41,1,6.833333333333333,3,156,Sydney Sixers SRL
73285264,1,6,36,2,6.0,2,142,Adelaide Strikers SRL
73285264,2,6,34,3,5.666666666666667,3,143,Perth Scorchers SRL
73285266,1,6,48,0,8.0,3,179,Brisbane Heat SRL
73285266,2,6,48,1,8.0,1,184,Sydney Sixers SRL
73285268,1,6,44,2,7.333333333333333,6,160,Sydney Thunder SRL
73285268,2,6,49,1,8.166666666666666,5,164,Hobart Hurricanes SRL
73285270,1,6,56,2,9.333333333333334,0,170,Melbourne Renegades SRL
73285270,2,6,39,0,6.5,0,134,Melbourne Stars SRL
73285272,1,6,44,0,7.333333333333333,0,175,Perth Scorchers SRL
73285272,2,6,58,0,9.666666666666666,0,176,Adelaide Strikers SRL
73285274,1,6,45,2,7.5,7,151,Brisbane Heat SRL
73285274,2,6,48,1,8.0,0,147,Sydney Thunder SRL
73285276,1,6,47,2,7.833333333333333,5,164,Melbourne Stars SRL
73285276,2,6,37,1,6.166666666666667,0,141,Hobart Hurricanes SRL
73285278,1,6,28,3,4.666666666666667,1,147,Melbourne Renegades SRL
73285278,2,6,39,3,6.5,9,152,Perth Scorchers SRL
74113630,1,6,51,2,8.5,1,148,Melbourne Stars SRL
74113630,2,6,57,0,9.5,4,149,Adelaide Strikers SRL
74113632,1,6,57,0,9.5,3,214,Brisbane Heat SRL
74113632,2,6,64,0,10.666666666666666,1,192,Perth Scorchers SRL
74113634,1,6,43,3,7.166666666666667,12,162,Hobart Hurricanes SRL
74113634,2,6,54,1,9.0,2,163,Sydney Thunder SRL
74113636,1,6,55,1,9.166666666666666,0,202,Sydney Sixers SRL
74113636,2,6,39,3,6.5,4,139,Adelaide Strikers SRL
74113802,1,6,58,0,9.666666666666666,3,207,Sunrisers Hyderabad SRL
74113802,2,6,47,1,7.833333333333333,4,182,Chennai Super Kings SRL
74113804,1,6,83,0,13.833333333333334,3,222,Royal Challengers Bangalore SRL
74113804,2,6,70,1,11.666666666666666,0,223,Delhi Capitals SRL
74113806,1,6,56,2,9.333333333333334,4,173,Gujarat Titans SRL
74113806,2,6,50,0,8.333333333333334,2,174,Rajasthan Royals SRL
74113808,1,6,43,1,7.166666666666667,4,201,Punjab Kings SRL
74113808,2,6,74,1,12.333333333333334,1,200,Kolkata Knight Riders SRL
74113976,1,6,38,2,6.333333333333333,7,167,Karachi Kings SRL
74113976,2,6,33,2,5.5,8,164,Lahore Qalandars SRL
74113978,1,6,65,0,10.833333333333334,4,205,Multan Sultans SRL
74113978,2,6,61,1,10.166666666666666,0,191,Rawalpindiz SRL
74113980,1,6,73,1,12.166666666666666,4,221,Quetta Gladiators SRL
74113980,2,6,64,1,10.666666666666666,6,169,Peshawar Zalmi SRL
74113982,1,6,36,3,6.0,0,168,Karachi Kings SRL
74113982,2,6,58,1,9.666666666666666,6,169,Islamabad United SRL
74114238,1,6,52,3,8.666666666666666,10,147,Durban Super Giants SRL
74114238,2,6,49,1,8.166666666666666,0,151,Sunrisers Eastern Cape SRL
74114240,1,6,55,0,9.166666666666666,2,165,Mi Cape Town SRL
74114240,2,6,43,3,7.166666666666667,2,168,Pretoria Capitals SRL
74114242,1,6,55,1,9.166666666666666,0,191,Joburg Super Kings SRL
74114242,2,6,51,1,8.5,1,173,Paarl Royals SRL
74114244,1,6,50,1,8.333333333333334,5,205,Mi Cape Town SRL
74114244,2,6,40,2,6.666666666666667,4,154,Durban Super Giants SRL
74114428,1,6,44,3,7.333333333333333,6,97,Northern Districts SRL
74114428,2,6,34,3,5.666666666666667,12,100,Central Districts SRL
74114430,1,6,37,1,6.166666666666667,8,152,Auckland SRL
74114430,2,6,55,1,9.166666666666666,2,155,Northern Districts SRL
74114432,1,6,38,2,6.333333333333333,7,157,Wellington SRL
74114432,2,6,53,2,8.833333333333334,4,142,Central Districts SRL
74114434,1,6,49,1,8.166666666666666,0,198,Wellington SRL
74114434,2,6,36,3,6.0,4,190,Auckland SRL
74114558,1,6,50,0,8.333333333333334,0,177,Pakistan SRL
74114558,2,6,51,0,8.5,1,182,South Africa SRL
74114560,1,6,31,4,5.166666666666667,23,125,England SRL
74114560,2,6,58,0,9.666666666666666,0,126,India SRL
74114562,1,6,46,3,7.666666666666667,8,147,West Indies SRL
74114562,2,6,49,0,8.166666666666666,3,150,New Zealand SRL
74114564,1,6,52,1,8.666666666666666,0,160,Pakistan SRL
74114564,2,6,35,2,5.833333333333333,0,156,Sri Lanka SRL
74114566,1,6,56,1,9.333333333333334,2,196,Australia SRL
74114566,2,6,28,4,4.666666666666667,19,114,South Africa SRL
74114568,1,6,79,1,13.166666666666666,0,195,Afghanistan SRL
74114568,2,6,47,0,7.833333333333333,2,167,Bangladesh SRL
